name,description,location_name,latitude,longitude,address,start_time,end_time,city,primary_category,secondary_categories,thumbnail_image,additional_images,external_link,is_paid
Phish @ Madison Square Garden,Phish at Madison Square Garden at 2026-07-27T19:30:00-0400,Madison Square Garden,40.74971,-73.99156,"7th Ave & 32nd St, New York (NYC)",2026-07-27T19:30:00,,new york (nyc),Music,Phish,https://images.sk-static.com/images/media/profile_images/artists/46745/huge_avatar,,https://www.songkick.com/concerts/43058053-phish-at-madison-square-garden?utm_medium=organic&utm_source=microformat,true
Wunderhorse @ Warsaw Concerts,Wunderhorse at Warsaw Concerts at 2026-07-27T19:00:00-0400,Warsaw Concerts,40.72249,-73.94839,"261 Driggs Ave, Brooklyn, New York (NYC)",2026-07-27T19:00:00,,new york (nyc),Music,"Wunderhorse,Been Stellar",https://images.sk-static.com/images/media/profile_images/artists/10123695/huge_avatar,,https://www.songkick.com/concerts/43106893-wunderhorse-at-warsaw-concerts?utm_medium=organic&utm_source=microformat,true
Kathleen Edwards @ 92nd Street Y,Kathleen Edwards at 92nd Street Y at 2026-07-27,92nd Street Y,40.78275,-73.95291,"1395 Lexington Ave., New York (NYC)",2026-07-27,,new york (nyc),Music,Kathleen Edwards,https://images.sk-static.com/images/media/profile_images/artists/363280/huge_avatar,,https://www.songkick.com/concerts/43194024-kathleen-edwards-at-92nd-street-y?utm_medium=organic&utm_source=microformat,true
"Patty Griffin @ Kaufmann Concert Hall, 92nd Street Y","Patty Griffin and Kathleen Edwards at Kaufmann Concert Hall, 92nd Street Y at 2026-07-27T19:00:00-0400","Kaufmann Concert Hall, 92nd Street Y",40.78275,-73.95291,"1395 Lexington Ave., New York (NYC)",2026-07-27T19:00:00,,new york (nyc),Music,"Patty Griffin,Kathleen Edwards",https://images.sk-static.com/images/media/profile_images/artists/183590/huge_avatar,,https://www.songkick.com/concerts/43200398-patty-griffin-at-kaufmann-concert-hall-92nd-street-y?utm_medium=organic&utm_source=microformat,true
Caleb gordon @ Gramercy Theatre,Caleb gordon at Gramercy Theatre at 2026-07-27T18:15:00-0400,Gramercy Theatre,40.73977,-73.98493,"127 E. 23rd St., New York (NYC)",2026-07-27T18:15:00,,new york (nyc),Music,Caleb gordon,https://images.sk-static.com/images/media/profile_images/artists/10226909/huge_avatar,,https://www.songkick.com/concerts/43177746-caleb-gordon-at-gramercy-theatre?utm_medium=organic&utm_source=microformat,true
Day We Ran @ Bowery Ballroom,Day We Ran at Bowery Ballroom at 2026-07-27T19:00:00-0400,Bowery Ballroom,40.72049,-73.99331,"6 Delancey Street, New York (NYC)",2026-07-27T19:00:00,,new york (nyc),Music,Day We Ran,https://images.sk-static.com/images/media/profile_images/artists/10306630/huge_avatar,,https://www.songkick.com/concerts/43116622-day-we-ran-at-bowery-ballroom?utm_medium=organic&utm_source=microformat,true
Keyon Harrold @ Blue Note Jazz Club,Keyon Harrold at Blue Note Jazz Club at 2026-07-27T22:30:00-0400,Blue Note Jazz Club,40.73091,-74.00066,"131 W. Third St., New York (NYC)",2026-07-27T22:30:00,,new york (nyc),Music,Keyon Harrold,https://images.sk-static.com/images/media/profile_images/artists/7668114/huge_avatar,,https://www.songkick.com/concerts/43279494-keyon-harrold-at-blue-note-jazz-club?utm_medium=organic&utm_source=microformat,true
Vince Giordano & The Nighthawks @ Birdland Theater,Vince Giordano & The Nighthawks at Birdland Theater at 2026-07-27T20:30:00-0400,Birdland Theater,40.75898,-73.98961,"315 W. 44th St., New York (NYC)",2026-07-27T20:30:00,,new york (nyc),Music,Vince Giordano & The Nighthawks,https://images.sk-static.com/images/media/profile_images/artists/314111/huge_avatar,,https://www.songkick.com/concerts/43078666-vince-giordano-and-the-nighthawks-at-birdland-theater?utm_medium=organic&utm_source=microformat,true
Wunderhorse - North America 2026 @ Warsaw,Wunderhorse - North America 2026 at Warsaw at 2026-07-27T19:00:00-0400,Warsaw,40.72254,-73.9484,"261 Driggs Ave., Brooklyn",2026-07-27T19:00:00,,brooklyn,Music,"Wunderhorse,Been Stellar",https://images.sk-static.com/images/media/profile_images/events/43117232/huge_avatar?series_id=3775969,,https://www.songkick.com/festivals/3775969-wunderhorse-north-america/id/43117232-wunderhorse--north-america-2026?utm_medium=organic&utm_source=microformat,true
